,0
2140,15258012
2141,24878136
2142,10261705
2143,32662848
2144,3916099
2145,32977579
2146,18726006
2147,2234051
2148,33725127
2149,34474064
2150,10760805
2151,2878901
2152,4597089
2153,31513843
2154,4592221
2155,32296070
2156,3544518
2157,31861287
2158,14521048
2159,2941096
2160,30258880
2161,32855390
2162,1116133
2163,31645422
2164,3767214
2165,16439440
2166,3541762
2167,34701308
2168,17916782
2169,32889840
2170,4532526
2171,4663569
2172,33981395
2173,4517359
2174,33440584
2175,4708132
2176,4589572
2177,34344419
2178,34902070
2179,33674931
2180,20983472
2181,13501061
2182,24017586
2183,2914177
2184,15541060
2185,4561669
2186,3533750
2187,16683356
2188,4200201
2189,10535715
2190,9749676
2191,9603472
2192,26885577
2193,30277380
2194,15082783
2195,28090967
2196,34465968
2197,5385344
2198,33076224
2199,4002307
2200,34625702
2201,33350255
2202,34725423
2203,2243531
2204,25059340
2205,34622577
2206,4553420
2207,4642211
2208,14917147
2209,4560321
2210,31229428
2211,4533138
2212,34808574
2213,17956003
2214,15252433
2215,2412245
2216,17576061
2217,1004149
2218,3083904
2219,33063313
2220,21976
2221,4623535
2222,2769338
2223,33016265
2224,7411897
2225,33674828
2226,31447436
2227,34807137
2228,26737294
2229,3798416
2230,30855122
2231,29759483
2232,3898269
2233,6648603
2234,3745614
2235,34290207
2236,2694987
2237,22315596
2238,11278204
2239,34276572
2240,28573424
2241,8985678
2242,34063292
2243,2425674
2244,30229788
2245,34635275
2246,12304827
2247,3925865
2248,6661953
2249,4576901
2250,3629564
2251,18570857
2252,19880951
2253,34335366
2254,34255990
2255,6789591
2256,2757107
2257,4648132
2258,32191811
2259,1002746
2260,34246012
2261,30900981
2262,4378561
2263,20022814
2264,9361436
2265,8010339
2266,12184665
2267,3713434
2268,4226090
2269,3044653
2270,2538573
2271,34232787
2272,4583898
2273,4560713
2274,1728399
2275,1086912
2276,34607133
2277,4429244
2278,21793647
2279,16567610
2280,1059691
2281,21003894
2282,34431863
2283,32945739
2284,34779756
2285,1284834
2286,34695907
2287,29199887
2288,15270243
2289,3521594
2290,34163973
2291,4484914
2292,3500169
2293,3874223
2294,11009770
2295,3406903
2296,31828702
2297,34620777
2298,34591655
2299,32205653
2300,33749390
2301,4657067
2302,4708185
2303,12222769
2304,33626426
2305,3097753
2306,34391416
2307,33812105
2308,11793837
2309,17767305
2310,34229485
2311,12150488
2312,29063039
2313,4722715
2314,33250645
2315,29700280
2316,34638021
2317,34758378
2318,33326791
2319,3368353
2320,6178388
2321,34746780
2322,13558403
2323,2726207
2324,11871211
2325,6573874
2326,34481730
2327,4567464
2328,20636768
2329,34325339
2330,4874752
2331,28569003
2332,31549511
2333,33821817
2334,34457427
2335,30925653
2336,34581444
2337,4596754
2338,33642261
2339,33500203
2340,4117004
2341,4653138
2342,13684040
2343,3663571
2344,2190975
2345,4565044
2346,4338963
2347,27692845
2348,32876871
2349,6396470
2350,4542133
2351,4079941
2352,30807334
2353,3100011
2354,4527110
2355,34128885
2356,1958177
2357,29742792
2358,3467341
2359,5749773
2360,34750737
2361,33128960
2362,4706515
2363,7786843
2364,18169107
2365,34055832
2366,32967729
2367,3043338
2368,33778673
2369,29461600
2370,26881519
2371,26809155
2372,12328446
2373,31372499
2374,32076460
2375,25568654
2376,29499912
2377,27573107
2378,34314226
2379,33939260
2380,4587476
2381,3858755
2382,33760958
2383,13401427
2384,34202834
2385,2431952
2386,4701224
2387,22845322
2388,13968333
2389,34487678
2390,4522035
2391,34695852
2392,34668823
2393,4648085
2394,4098610
2395,4541151
2396,3957697
2397,30423207
2398,31666288
2399,30335430
2400,22847533
2401,9293720
2402,34459855
2403,13674243
2404,34810443
2405,21854282
2406,4397898
2407,4558003
2408,19743005
2409,4486041
2410,10671248
2411,3610699
2412,31225690
2413,4634709
2414,2447333
2415,29744825
2416,3681317
2417,29479968
2418,22595809
2419,32964680
2420,34186127
2421,33472358
2422,32244731
2423,11022334
2424,1257250
2425,1223638
2426,2053480
2427,15238134
2428,29468848
2429,4319563
2430,18297025
2431,13297917
2432,1100925
2433,3765688
2434,34458126
2435,34415602
2436,15209259
2437,1169832
2438,31940379
2439,34460374
2440,22522442
2441,7811976
2442,4566764
2443,1072859
2444,34668741
2445,34189277
2446,34767365
2447,15262756
2448,34514157
2449,15960568
2450,4368223
2451,32963406
2452,32644268
2453,26905485
2454,4608647
2455,34790015
2456,33496215
2457,32980337
2458,2554575
2459,4570961
2460,3361571
2461,4444365
2462,34469754
2463,30243188
2464,5915793
2465,4558375
2466,6054484
2467,34704725
2468,9200435
2469,4626093
2470,3131219
2471,34267631
2472,34474644
2473,12985701
2474,4603233
2475,4588694
2476,34101195
2477,4476059
2478,13403320
2479,18909355
2480,4499190
2481,32798324
2482,17118549
2483,16952720
2484,29569389
2485,31339514
2486,6640308
2487,3126098
2488,4115621
2489,28659835
2490,15102710
2491,31311257
2492,11530986
2493,33526771
2494,34434396
2495,1344042
2496,7408390
2497,12974765
2498,34705446
2499,9483133
2500,31941581
2501,1742707
2502,3983235
2503,33736461
2504,22723598
2505,19902774
2506,34435535
2507,9458193
2508,33261681
2509,2017183
2510,33368802
2511,4263874
2512,23258779
2513,4285620
2514,33313581
2515,2224285
2516,7043761
2517,34366823
2518,2471563
2519,8521129
2520,32442837
2521,4704256
2522,34249303
2523,1002365
2524,14466436
2525,34402406
2526,31533800
2527,34197537
2528,29936699
2529,1893857
2530,29821878
2531,9705760
2532,16786698
2533,31983045
2534,3632675
2535,32797279
2536,4022878
2537,34692588
2538,4512671
2539,34423224
2540,121131
2541,34310586
2542,18701699
2543,18313302
2544,3583578
2545,1841043
2546,33107942
2547,2384857
2548,4526473
2549,33744111
2550,3574842
2551,34487195
2552,34299621
2553,4033264
2554,5936923
2555,9615568
2556,28631770
2557,8904271
2558,29157826
2559,3533986
2560,4560374
2561,31294843
2562,34452914
2563,23290939
2564,1244317
2565,25402858
2566,3750510
2567,15281118
2568,3546667
2569,33681409
2570,28944525
2571,28728321
2572,26389750
2573,7257415
2574,4496222
2575,34541329
2576,32872831
2577,34423120
2578,34725574
2579,34597366
2580,14359709
2581,34204188
2582,34639923
2583,2671312
2584,4377428
2585,11233192
2586,9268617
2587,33036768
2588,29567642
2589,11406532
2590,6453674
2591,31760799
2592,20845864
2593,19738495
2594,23696075
2595,8812054
2596,4652325
2597,3744779
2598,4583374
2599,25106990
2600,32288031
2601,33726853
2602,4607958
2603,8742850
2604,32925606
2605,34363136
2606,1663615
2607,3836726
2608,4261031
2609,3094540
2610,4533513
2611,19915025
2612,28641351
2613,1031280
2614,34120171
2615,4496294
2616,33140839
2617,34665147
2618,33900246
2619,16468393
2620,31264810
2621,9585762
2622,34642832
2623,8627610
2624,15258214
2625,33635151
2626,9466429
2627,25422109
2628,3364550
2629,11097657
2630,29880959
2631,14133907
2632,25268908
2633,34394825
2634,4491899
2635,3719600
2636,1902025
2637,4492454
2638,3822384
2639,3810139
2640,20354312
2641,33119906
2642,11369070
2643,15142847
2644,4521426
2645,20404253
2646,33950969
2647,4554273
2648,3700182
2649,29810163
2650,15196013
2651,32204076
2652,28904062
2653,11345645
2654,3554400
2655,1065477
2656,33172945
2657,34653703
2658,34725361
2659,15167947
2660,4213139
2661,33015071
2662,2651452
2663,17403423
2664,4667196
2665,34909952
2666,18438941
2667,25922972
2668,8401215
2669,12023478
2670,28024466
2671,34504477
2672,8285312
2673,4635645
2674,13341605
2675,33768315
2676,34045418
2677,34732267
2678,31428911
2679,3164857
2680,16230338
2681,16722090
2682,4012440
2683,3621442
2684,4463921
2685,4508966
2686,33656352
2687,33392446
2688,1079762
2689,5844419
2690,7263863
2691,4614947
2692,4445076
2693,4635874
2694,34176267
2695,1510566
2696,23038812
2697,27829530
2698,33657305
2699,3660367
2700,34224530
2701,9737316
2702,1963814
2703,17201024
2704,4602895
2705,27549831
2706,1127917
2707,32442195
2708,22278297
2709,3383586
2710,4516150
2711,4379585
2712,9532257
2713,33170873
2714,14882857
2715,33333735
2716,5330863
2717,4487112
2718,20126166
2719,4613216
2720,34411473
2721,26177271
2722,4522763
2723,31306464
2724,3560368
2725,32575408
2726,9746250
2727,9951614
2728,4508989
2729,4703825
2730,4516500
2731,15595724
2732,32623180
2733,34681455
2734,24431084
2735,11326779
2736,32976837
2737,27670781
2738,25370768
2739,4479645
2740,9902487
2741,24788665
2742,1000345
2743,4571932
2744,3600746
2745,9907277
2746,4519274
2747,24950142
2748,34589696
2749,33351894
2750,33395468
2751,11992420
2752,14795075
2753,11963576
2754,34812912
2755,11981263
2756,13384554
2757,4570659
2758,34518042
2759,4591406
2760,3786340
2761,4283077
2762,4216390
2763,2173782
2764,14286619
2765,3681317
2766,32193205
2767,33273669
2768,34065978
2769,33942833
2770,2709553
2771,17721273
2772,6120784
2773,30617077
2774,12489483
2775,4679823
2776,1840070
2777,3601793
2778,33388269
2779,8480325
2780,1102228
2781,4341178
2782,1553403
2783,32507594
2784,32085789
2785,23707566
2786,4338245
2787,33309422
2788,3171824
2789,18590237
2790,25167353
2791,34476411
2792,9159310
2793,1862618
2794,34431423
2795,4231076
2796,32335030
2797,9348824
2798,1369988
2799,34854559
2800,30869634
2801,10760960
2802,18627961
2803,3244799
2804,4633210
2805,2914965
2806,32724838
2807,4513132
2808,14554156
2809,34555822
2810,4494656
2811,34079139
2812,26562690
2813,4606630
2814,33142060
2815,34729554
2816,4456549
2817,23655149
2818,14841450
2819,15824993
2820,28543525
2821,28997490
2822,29738722
2823,3466731
2824,10808405
2825,16446707
2826,34218695
2827,3307859
2828,20475834
2829,28147326
2830,32798419
2831,1549148
2832,6825432
2833,17068280
2834,34656170
2835,13967287
2836,7953601
2837,14357606
2838,34376227
2839,24901256
2840,9553198
2841,32660469
2842,1542065
2843,7187294
2844,32576131
2845,23852017
2846,33704892
2847,4486327
2848,15884227
2849,1040187
2850,1077363
2851,3880798
2852,11529901
2853,29453134
2854,25089403
2855,4607200
2856,2544904
2857,4591737
2858,6006056
2859,7949253
2860,34217372
2861,30159031
2862,3679940
2863,4548158
2864,4458344
2865,3378030
2866,3111775
2867,26360883
2868,34763043
2869,4410848
2870,24778157
2871,17049727
2872,34092182
2873,31601290
2874,22994969
2875,33584854
2876,33340893
2877,4410894
2878,34921085
2879,34293319
2880,26252088
2881,12179462
2882,4527881
2883,29701571
2884,34241209
2885,21847436
2886,4607916
2887,22508290
2888,1142748
2889,17818984
2890,30073562
2891,4564023
2892,9650523
2893,4541123
2894,31899557
2895,11740518
2896,16485342
2897,34633979
2898,19514902
2899,8315253
2900,3822486
2901,3941982
2902,34256278
2903,15949097
2904,27272705
2905,8574344
2906,19785440
2907,16016308
2908,1920114
2909,34126477
2910,12674695
2911,2126270
2912,3759764
2913,2233975
2914,28487951
2915,4432970
2916,34420809
2917,4331489
2918,29914678
2919,7150143
2920,4082076
2921,30386936
2922,4385694
2923,34401193
2924,2418344
2925,25532047
2926,3801371
2927,4625720
2928,34748333
2929,28864002
2930,1924584
2931,3566524
2932,4677479
2933,4880433
2934,31253245
2935,3565784
2936,34576772
2937,14914116
2938,13396665
2939,21744839
2940,1363785
2941,33526149
2942,3698306
2943,6573874
2944,34852361
2945,15215206
2946,34335725
2947,33338305
2948,34609541
2949,4600723
2950,31803888
2951,26614081
2952,1014949
2953,34366143
2954,34543038
2955,29149108
2956,34609908
2957,14960075
2958,31168944
2959,16125969
2960,34064099
2961,34458689
2962,14612457
2963,7689640
2964,15096230
2965,33510523
2966,3134040
2967,28311726
2968,31723718
2969,32929079
2970,34340941
2971,28180600
2972,4552009
2973,33538996
2974,34376594
2975,4608520
2976,4819478
2977,1423287
2978,34297286
2979,4614559
2980,3600925
2981,2074473
2982,34605161
2983,4364410
2984,28202526
2985,2621741
2986,14671901
2987,1075001
2988,3901763
2989,27931215
2990,14336208
2991,34063641
2992,4477543
2993,4240172
2994,15850994
2995,3412939
2996,33351323
2997,31161436
2998,15145415
2999,2608921
3000,4333793
3001,34502162
3002,33489266
3003,14447973
3004,33400403
3005,1095447
3006,28021417
3007,3936168
3008,27252067
3009,1021528
3010,34429250
3011,4584570
3012,29400049
3013,32231732
3014,2742027
3015,33743751
3016,2745424
3017,13254661
3018,34465605
3019,13854660
3020,7196180
3021,4491610
3022,4525229
3023,32179053
3024,4587714
3025,2835694
3026,20746051
3027,32768865
3028,4607550
3029,27787166
3030,8211813
3031,8000736
3032,8669581
3033,4584595
3034,14079547
3035,1918990
3036,10675172
3037,33865726
3038,34530070
3039,34352402
3040,33376163
3041,34487171
3042,9963522
3043,2712787
3044,4449241
3045,4546247
3046,4595473
3047,9027626
3048,25611619
3049,4250746
3050,4480073
3051,3801250
3052,4070994
3053,3539837
3054,34645190
3055,33285009
3056,17533758
3057,12418573
3058,11878088
3059,3997138
3060,8080582
3061,4640012
3062,3450248
3063,15619370
3064,2849768
3065,4509428
3066,34353364
3067,4635989
3068,3643700
3069,33825432
3070,8479391
3071,19634273
3072,28904062
3073,34921300
3074,10087165
3075,4551809
3076,18218051
3077,2268696
3078,4226629
3079,4557841
3080,1955168
3081,28724218
3082,12561554
3083,7989451
3084,3106750
3085,4520321
3086,3597778
3087,4309523
3088,33351837
3089,15179258
3090,2828502
3091,3492726
3092,4641477
3093,5587613
3094,4585458
3095,4544627
3096,1945365
3097,13292742
3098,33585745
3099,3873471
3100,4613216
3101,4370647
3102,27812589
3103,34796384
3104,32408533
3105,5697644
3106,7577588
3107,32462254
3108,34866668
3109,17238376
3110,31809710
3111,26044692
3112,4565780
3113,18868806
3114,1446755
3115,33120029
3116,4650560
3117,4395840
3118,28411717
3119,13233179
3120,34691579
3121,4452315
3122,1759214
3123,34677546
3124,34215595
3125,9843920
3126,34600689
3127,13115149
3128,4538525
3129,15859462
3130,33820529
3131,23694015
3132,11896268
3133,30617765
3134,33204098
3135,12899979
3136,14055392
3137,1256639
3138,32456660
3139,34325328
3140,3363471
3141,4523379
3142,7751378
3143,5805790
3144,21773463
3145,27068146
3146,33268084
3147,14735330
3148,33940162
3149,34784531
3150,32584438
3151,1499858
3152,4647728
3153,34755522
3154,34698926
3155,30563058
3156,34241356
3157,23765482
3158,31414171
3159,17497592
3160,17802554
3161,32207284
3162,17897131
3163,22357072
3164,34776135
3165,3891669
3166,4460915
3167,34397722
3168,2922590
3169,29440482
3170,1430697
3171,33840857
3172,32571278
3173,5559797
3174,11115868
3175,34181842
3176,10261131
3177,34189348
3178,34635701
3179,4252476
3180,34650079
3181,32512168
3182,34369903
3183,20983514
3184,33082415
3185,3044393
3186,1354711
3187,10743345
3188,34720044
3189,32278404
3190,31956481
3191,34586540
3192,3800010
3193,26666078
3194,31406040
3195,4460169
3196,32860682
3197,4311075
3198,34417762
3199,21758442
3200,34665013
3201,33133562
3202,4497785
3203,13389045
3204,5561449
3205,31297790
3206,3995797
3207,5865372
3208,3962458
3209,15738762
3210,34192663
3211,13637867
3212,14653149
3213,1257703
3214,26927044
3215,26415501
3216,3364854
3217,4547889
3218,1453060
3219,12900225
3220,34534597
3221,32183352
3222,4421499
3223,29738722
3224,13928581
3225,34744831
3226,4517231
3227,4552972
3228,1081956
3229,24858520
3230,10091660
3231,4303473
3232,3232053
3233,34565745
3234,30137350
3235,33853385
3236,33121974
3237,3138776
3238,4641037
3239,34798152
3240,33013106
3241,4259049
3242,1483810
3243,2345702
3244,13719720
3245,34351998
3246,32432538
3247,4582942
3248,15115305
3249,10804710
3250,3555317
3251,4501553
3252,33093562
3253,9892300
3254,2583523
3255,7563813
3256,32269375
3257,3445624
3258,4418175
3259,2362720
3260,8006594
3261,4608520
3262,4599449
3263,22869922
3264,32343991
3265,4415999
3266,1020922
3267,33067469
3268,34282622
3269,28611872
3270,32517661
3271,32967918
3272,29863669
3273,4546733
3274,10885655
3275,34562042
3276,26055609
3277,31974351
3278,31897186
3279,28082607
3280,14980560
3281,15171533
3282,4460291
3283,1462923
3284,32995084
3285,1278516
3286,4390530
3287,30867260
3288,34377494
3289,31899715
3290,4501909
3291,21314083
3292,32310160
3293,14431286
3294,4496747
3295,34716761
3296,14254838
3297,3600543
3298,32445701
3299,31406730
3300,20282294
3301,31126682
3302,34063461
3303,4545210
3304,23600661
3305,17697864
3306,5303780
3307,18595590
3308,2877983
3309,25490007
3310,12847880
3311,34546612
3312,34509694
3313,16568827
3314,11504558
3315,2666235
3316,34578928
3317,4600951
3318,19531023
3319,1193539
3320,7849896
3321,34697215
3322,4375225
3323,4423027
3324,22355625
3325,4509965
3326,32612932
3327,4561253
3328,31612786
3329,1006571
3330,4105505
3331,4490264
3332,34621038
3333,4513977
3334,33000577
3335,4530841
3336,4661912
3337,32731056
3338,34129706
3339,24493471
3340,3980263
3341,17839497
3342,6239822
3343,3539464
3344,25076741
3345,10028984
3346,11424129
3347,29364036
3348,7316377
3349,9122596
3350,31559512
3351,22307348
3352,8348966
3353,1178221
3354,4692471
3355,25352034
3356,4542107
3357,8056061
3358,34712022
3359,2076605
3360,8951507
3361,29860362
3362,4494324
3363,29483051
3364,2312562
3365,34212946
3366,4022381
3367,17289418
3368,9778979
3369,3325941
3370,34066660
3371,15153266
3372,17507353
3373,25469839
3374,31739217
3375,4342399
3376,33339233
3377,2741694
3378,11829700
3379,4583211
3380,4547773
3381,5863052
3382,31909257
3383,2608921
3384,2749632
3385,32341130
3386,28506959
3387,20372981
3388,34447058
3389,1230258
3390,2030072
3391,33006689
3392,33240395
3393,1517862
3394,22006898
3395,34837501
3396,2263300
3397,2427240
3398,34132051
3399,32152910
3400,8113748
3401,2434427
3402,4304849
3403,3144741
3404,33747163
3405,2275545
3406,32444824
3407,20928683
3408,32162822
3409,3600489
3410,33192313
3411,4469184
3412,27829000
3413,4403449
3414,1105204
3415,1081294
3416,32124769
3417,4119903
3418,4700480
3419,34690149
3420,12008691
3421,32392242
3422,10727658
3423,3700381
3424,4462906
3425,17750582
3426,27168061
3427,4274819
3428,4530718
3429,3462684
3430,34421796
3431,33108660
3432,4630643
3433,34524617
3434,18627995
3435,3826139
3436,34100545
3437,10605571
3438,1677462
3439,17304315
3440,31330114
3441,33965210
3442,34372772
3443,3802960
3444,1075851
3445,11823781
3446,4573911
3447,19317097
3448,2943127
3449,4530484
3450,34681688
3451,34464070
3452,24834613
3453,24199325
3454,33168554
3455,31184669
3456,4680162
3457,27442775
3458,33960375
3459,4241773
3460,33147230
3461,30056625
3462,19887087
3463,34294249
3464,2699512
3465,34605275
3466,26055116
3467,2448422
3468,4580475
3469,33368394
3470,27761973
3471,32943459
3472,34722414
3473,4591778
3474,34488697
3475,13499469
3476,17240106
3477,34557219
3478,9423369
3479,31487982
3480,3632442
3481,28997490
3482,9087861
3483,25571294
3484,4601569
3485,30749010
3486,4188202
3487,26997378
3488,33297558
3489,4308247
3490,4523804
3491,31803510
3492,7301697
3493,4539047
3494,32022882
3495,34541982
3496,4533132
3497,34400110
3498,7487601
3499,3219389
3500,4641079
3501,26938108
3502,3917930
3503,9268727
3504,32811516
3505,1506876
3506,1759652
3507,30341700
3508,1018729
3509,28051846
3510,32011729
3511,4633536
3512,16948041
3513,33927587
3514,9042834
3515,13273866
3516,8626350
3517,2830104
3518,26831519
3519,33971853
3520,15146850
3521,4407452
3522,34726321
3523,4516906
3524,6257461
3525,14044204
3526,4545746
3527,4005030
3528,15738545
3529,34824550
3530,32876272
3531,34857854
3532,3216017
3533,34502128
3534,4460851
3535,34323442
3536,25720187
3537,31999622
3538,34714218
3539,34447609
3540,34592836
3541,34218152
3542,1243374
3543,1475947
3544,4293573
3545,25137781
3546,10870143
3547,34177587
3548,34461415
3549,4457215
3550,21071766
3551,26980251
3552,34461899
3553,3872406
3554,9424431
3555,3481856
3556,14702118
3557,4651900
3558,8242953
3559,32617133
3560,4586040
3561,4674477
3562,1664111
3563,34322781
3564,2994008
3565,4420666
3566,4633132
3567,4547340
3568,18595092
3569,18276155
3570,33561020
3571,1093483
3572,33147573
3573,9365530
3574,4236848
3575,1038494
3576,4461880
3577,32275219
3578,32506273
3579,24034907
3580,34503623
3581,34088193
3582,2450414
3583,26213177
3584,21386087
3585,2597465
3586,3726197
3587,1454560
3588,32656357
3589,4497503
3590,34177663
3591,4653270
3592,4505517
3593,4655089
3594,2364036
3595,2303338
3596,10805095
3597,30973918
3598,3008479
3599,32721915
3600,4209338
3601,4501189
3602,3743313
3603,1519675
3604,2910122
3605,4407253
3606,29793578
3607,27658880
3608,34042086
3609,31764425
3610,2289188
3611,26111276
3612,34159174
3613,34188984
3614,26572141
3615,2064539
3616,33750989
3617,4219492
3618,33696730
3619,88085
3620,33793146
3621,4639810
3622,34809010
3623,10515395
3624,20214379
3625,4054435
3626,29214043
3627,32779427
3628,32013927
3629,34799269
3630,1579099
3631,15182551
3632,20946288
3633,1407863
3634,34449303
3635,31817787
3636,13655826
3637,2161658
3638,33390713
3639,34306548
3640,34589361
3641,31445881
3642,33482311
3643,3431543
3644,14100800
3645,34460677
3646,2675462
3647,34885055
3648,34414047
3649,34442644
3650,3855393
3651,4189264
3652,25799526
3653,28466861
3654,1666518
3655,4605682
3656,2876951
3657,26608624
3658,12375304
3659,6111091
3660,1080651
3661,9040234
3662,1407863
3663,1588205
3664,4548404
3665,29756862
3666,1928657
3667,30048355
3668,3670012
3669,28387535
3670,4416881
3671,4950726
3672,25647511
3673,32887160
3674,4852547
3675,19302447
3676,146224
3677,33760374
3678,13218096
3679,11001404
3680,23757283
3681,33341260
3682,4538695
3683,19182476
3684,34453112
3685,14248018
3686,22843338
3687,34783342
3688,14537053
3689,29096947
3690,14315317
3691,11245352
3692,1990972
3693,34399835
3694,32148077
3695,33964194
3696,4335225
3697,8076003
3698,5926903
3699,34163694
3700,3417604
3701,8695976
3702,11766706
3703,4536975
3704,34681900
3705,34672207
3706,34759599
3707,15864540
3708,4538679
3709,29874531
3710,1842778
3711,5687113
3712,14255258
3713,4528983
3714,9143336
3715,4659415
3716,13014955
3717,2644997
3718,13206319
3719,33450149
3720,3522861
3721,29905916
3722,34477379
3723,8582843
3724,34482436
3725,3068261
3726,4607724
3727,1715920
3728,32188118
3729,1070799
3730,8531717
3731,2399569
3732,4620906
3733,15313560
3734,22957049
3735,34392174
3736,20671723
3737,11854024
3738,4613172
3739,33204577
3740,4704332
3741,9790768
3742,3605827
3743,6588382
3744,31465947
3745,2184175
3746,4370401
3747,33600185
3748,6749897
3749,1112793
3750,31120307
3751,7689357
3752,4317737
3753,14431435
3754,7938804
3755,9435933
3756,4553552
3757,4538066
3758,2728135
3759,3753599
3760,31805892
3761,34843070
3762,34513692
3763,26950163
3764,34677143
3765,4191322
3766,26447471
3767,34543591
3768,11451586
3769,29998474
3770,6840478
3771,4516694
3772,34381718
3773,1025955
3774,31424682
3775,15286610
3776,26132768
3777,34434622
3778,3348950
3779,32540957
3780,32062919
3781,31884933
3782,29547322
3783,33763126
3784,1496744
3785,3815419
3786,3978230
3787,8021256
3788,34676146
3789,29421083
3790,34354466
3791,34393635
3792,14744924
3793,2242139
3794,34725060
3795,34560774
3796,3807751
3797,33762619
3798,31339123
3799,13445260
3800,33707099
3801,4280638
3802,34041515
3803,3919126
3804,18814648
3805,33060923
3806,34749954
3807,3440087
3808,33624367
3809,4166640
3810,31801954
3811,34048357
3812,34334843
3813,31844271
3814,33204194
3815,34660791
3816,16261570
3817,4343060
3818,32065918
3819,4306440
3820,28450727
3821,34370815
3822,5781739
3823,29147350
3824,2777430
3825,23791051
3826,1122556
3827,14842280
3828,3255489
3829,4535239
3830,32513327
3831,34430125
3832,18415791
3833,2002749
3834,24091097
3835,3451301
3836,31405872
3837,31928238
3838,22358987
3839,23172916
3840,4624253
3841,4481098
3842,9390205
3843,4631126
3844,3759062
3845,31531612
3846,22372611
3847,34116228
3848,34091247
3849,3219676
3850,34100842
3851,4212999
3852,17599137
3853,34128035
3854,31761542
3855,7291293
3856,33353846
3857,30691618
3858,33133562
3859,4187496
3860,4281186
3861,15531579
3862,2696068
3863,3597934
3864,8103926
3865,2051761
3866,2268696
3867,4246272
3868,4535884
3869,8149076
3870,25758188
3871,32415723
3872,34089519
3873,23278361
3874,4370954
3875,4633387
3876,15524696
3877,34018519
3878,34382035
3879,4223074
3880,4045491
3881,3516562
3882,33686116
3883,23284509
3884,34115654
3885,10376132
3886,4376422
3887,33061314
3888,2680560
3889,34882998
3890,8492394
3891,13321438
3892,13583884
3893,4556855
3894,34125263
3895,34679685
3896,4565392
3897,3245322
3898,1083542
3899,4378561
3900,3853762
3901,16437801
3902,33995182
3903,2823699
3904,5013838
3905,34619971
3906,3990609
3907,28407546
3908,34914048
3909,29517606
3910,21315881
3911,3140358
3912,1665220
3913,23121203
3914,2949182
3915,23117101
3916,6765764
3917,32853984
3918,34206261
3919,4508815
3920,18599712
3921,4497751
3922,4494087
3923,31367532
3924,34161735
3925,6746459
3926,33302507
3927,31997008
3928,1001003
3929,18759378
3930,11643205
3931,3923352
3932,34434621
3933,34222737
3934,23324595
3935,22965307
3936,12832885
3937,34666006
3938,5851220
3939,2864785
3940,16673663
3941,30002885
3942,91400
3943,4921300
3944,20464271
3945,16507905
3946,34677813
3947,28472175
3948,21776135
3949,16499028
3950,3381929
3951,21320514
3952,15212688
3953,28523923
3954,13256250
3955,2744984
3956,34746452
3957,19206373
3958,17206718
3959,33252528
3960,2962509
3961,1077174
3962,26596117
3963,2815653
3964,4511393
3965,4260027
3966,4674555
3967,29363521
3968,32945890
3969,5630450
3970,8797846
3971,28144288
3972,34071078
3973,2802467
3974,34396558
3975,22940455
3976,12110218
3977,4500564
3978,1008919
3979,34413321
3980,12182649
3981,29122747
3982,34288218
3983,13219815
3984,33983659
3985,34380333
3986,11910684
3987,34413232
3988,18673166
3989,22157954
3990,4085992
3991,1505938
3992,13476635
3993,34644341
3994,1605857
3995,4575616
3996,4528639
3997,4650775
3998,2578700
3999,7375044
4000,20899338
4001,1893857
4002,4587538
4003,34521057
4004,32900965
4005,10912209
4006,15170992
4007,2830104
4008,14648233
4009,23993586
4010,30925259
4011,2191295
4012,32979366
4013,4409861
4014,33404399
4015,88159
4016,3708509
4017,4310547
4018,29266421
4019,32632271
4020,33067266
4021,15228177
4022,32122165
4023,34269100
4024,4263583
4025,3085518
4026,34157331
4027,2822163
4028,34404295
4029,4462288
4030,3660042
4031,3727329
4032,34524285
4033,34429900
4034,4569938
4035,4455175
4036,7817371
4037,31615884
4038,21640291
4039,20192075
4040,4310519
4041,34347431
4042,16581801
4043,31336656
4044,3744565
4045,33008710
4046,3043310
4047,15420371
4048,31611631
4049,33075771
4050,33675173
4051,4542396
4052,34026868
4053,4530451
4054,33477242
4055,29276395
4056,30603420
4057,2561956
4058,34198986
4059,1848711
4060,3807751
4061,3310955
4062,4653373
4063,26795282
4064,34082657
4065,10891849
4066,34800068
4067,34583338
4068,34414485
4069,33669842
4070,13277931
4071,29283173
4072,14270541
4073,32920544
4074,4219381
4075,32731624
4076,28557868
4077,11822057
4078,33869839
4079,34899485
4080,33599452
4081,4295077
4082,34396180
4083,4543311
4084,25658969
4085,27060827
4086,34354741
4087,29558430
4088,16226202
4089,3805258
4090,4594542
4091,6397742
4092,18062947
4093,3588936
4094,4649752
4095,4619811
4096,6927133
4097,34135309
4098,1246137
4099,30199174
4100,34347134
4101,34612254
4102,28292926
4103,8419788
4104,34581994
4105,2646064
4106,16926955
4107,29761485
4108,11359788
4109,4429836
4110,32182503
4111,4540000
4112,5364255
4113,34560792
4114,28835100
4115,1004616
4116,33302507
4117,4435255
4118,1829922
4119,34708534
4120,32817388
4121,3824034
4122,3951936
4123,18416986
4124,30121612
4125,2407821
4126,16374751
4127,34759145
4128,31193668
4129,23433032
4130,32682819
4131,26104558
4132,3616712
4133,33808550
4134,2770310
4135,4596565
4136,34849725
4137,34512299
4138,4532027
4139,4039046
