,0
4140,26825251
4141,4112084
4142,15216418
4143,4588927
4144,15466166
4145,4557335
4146,34601515
4147,33682974
4148,3852421
4149,32190681
4150,1014304
4151,4670179
4152,11664542
4153,34315087
4154,31391498
4155,3260013
4156,18102777
4157,1143664
4158,34183356
4159,13478886
4160,34414163
4161,4393606
4162,1092934
4163,25111306
4164,32384730
4165,34738059
4166,1889178
4167,34444926
4168,33269742
4169,4563872
4170,25091767
4171,2697211
4172,33108042
4173,4474013
4174,4450407
4175,4406151
4176,4294367
4177,32010592
4178,26958684
4179,9449156
4180,31518376
4181,34421707
4182,4530005
4183,4996712
4184,4218349
4185,22306778
4186,3780282
4187,29358113
4188,4527533
4189,2787211
4190,34413615
4191,34323505
4192,23667695
4193,9081439
4194,3924648
4195,28138365
4196,34615283
4197,12259441
4198,26918141
4199,1047085
4200,13275156
4201,14412207
4202,33190238
4203,33103987
4204,34187954
4205,19127935
4206,13928470
4207,6241168
4208,11923370
4209,9848486
4210,21645492
4211,26291368
4212,8409400
4213,4493058
4214,4332800
4215,34569802
4216,15246176
4217,28320148
4218,4626654
4219,3532101
4220,4517665
4221,30208339
4222,4564837
4223,1162144
4224,25756664
4225,32358169
4226,34396223
4227,28962915
4228,15218983
4229,1439667
4230,21093224
4231,26896659
4232,34617004
4233,7357489
4234,34203574
4235,3631315
4236,33918805
4237,31501338
4238,33822987
4239,2648965
4240,33998092
4241,24624103
4242,34278576
4243,34274542
4244,34391662
4245,16013806
4246,31070874
4247,1063803
4248,13543618
4249,4575588
4250,6404323
4251,26388122
4252,31594663
4253,3309957
4254,26782594
4255,34339728
4256,4220698
4257,18118851
4258,15216159
4259,2617122
4260,4498626
4261,34627420
4262,23437619
4263,6429713
4264,4370551
4265,4581597
4266,16438748
4267,31446518
4268,15889484
4269,33023396
4270,34452764
4271,34627442
4272,33595454
4273,32387168
4274,31190816
4275,23627222
4276,31001975
4277,4545096
4278,34655553
4279,4562503
4280,34721832
4281,23704071
4282,4531572
4283,1871910
4284,26995644
4285,4570617
4286,3750205
4287,18455706
4288,34435854
4289,30168166
4290,4486088
4291,31309404
4292,2038709
4293,9582516
4294,34482041
4295,6167387
4296,14961594
4297,21857604
4298,1247768
4299,25419857
4300,4109357
4301,33773970
4302,2822693
4303,32460738
4304,3240271
4305,1308172
4306,34356441
4307,1876702
4308,4160683
4309,1120323
4310,31850615
4311,4507755
4312,32485597
4313,21957277
4314,3616994
4315,4047342
4316,34378623
4317,34416346
4318,32026558
4319,4535723
4320,2742629
4321,34355201
4322,13276456
4323,33407723
4324,33461373
4325,29634714
4326,24762652
4327,4710620
4328,1114882
4329,34295366
4330,31455255
4331,2724368
4332,2974350
4333,26949193
4334,4645777
4335,24126480
4336,1019420
4337,7874461
4338,10173677
4339,3588373
4340,15613702
4341,4548327
4342,26846798
4343,4489281
4344,34412867
4345,4279647
4346,1282552
4347,7326917
4348,3871296
4349,32893651
4350,4561434
4351,4616984
4352,34679611
4353,15863673
4354,12747566
4355,3609372
4356,4644608
4357,34161058
4358,1804216
4359,1112589
4360,4576494
4361,19875109
4362,20499851
4363,10875443
4364,18279528
4365,1926312
4366,2619434
4367,4753630
4368,16422294
4369,4252807
4370,21450685
4371,2644782
4372,6101368
4373,34410636
4374,30322564
4375,32235476
4376,3809400
4377,33546861
4378,1313572
4379,3480700
4380,20714761
4381,26993781
4382,6796347
4383,18911942
4384,34713727
4385,34179647
4386,22926418
4387,23831112
4388,33722731
4389,3604936
4390,4160245
4391,4082125
4392,4033299
4393,4274826
4394,7669666
4395,19689504
4396,19575695
4397,21787223
4398,15027887
4399,31438929
4400,11364974
4401,15469650
4402,34292354
4403,1451928
4404,32430636
4405,34028565
4406,34434374
4407,8027548
4408,3808408
4409,28693170
4410,2587831
4411,16555729
4412,4533446
4413,4497909
4414,25197144
4415,27031845
4416,12568466
4417,5217597
4418,4451082
4419,27376546
4420,4273529
4421,8513655
4422,4599760
4423,34542297
4424,34919242
4425,4945837
4426,34495043
4427,28741572
4428,15744020
4429,1625215
4430,32735717
4431,10293145
4432,32586740
4433,33516712
4434,5434834
4435,9713368
4436,32592129
4437,14383744
4438,33175250
4439,21313821
4440,4525887
4441,3757861
4442,20185059
4443,34780651
4444,1156110
4445,30302934
4446,4440422
4447,4598504
4448,34077957
4449,4491810
4450,4447366
4451,3360389
4452,4469089
4453,34056933
4454,28915992
4455,34719064
4456,10112380
4457,30700912
4458,31390493
4459,34829237
4460,34528618
4461,2123008
4462,31891218
4463,11161088
4464,4454373
4465,2531213
4466,4490090
4467,32006689
4468,4543473
4469,4335395
4470,29744230
4471,28570705
4472,34675763
4473,4548196
4474,4530085
4475,2287961
4476,30620782
4477,4472804
4478,14394649
4479,34057029
4480,34672309
4481,3379939
4482,34469597
4483,34073384
4484,2010675
4485,4635211
4486,34650492
4487,34539160
4488,34020504
4489,34584155
4490,3867697
4491,26666449
4492,5849521
4493,5434532
4494,29399599
4495,22293484
4496,6810169
4497,8565756
4498,4665323
4499,1227996
4500,20838550
4501,2821250
4502,2805465
4503,3677180
4504,30448482
4505,1840033
4506,32603861
4507,1159332
4508,17901102
4509,4531860
4510,2203573
4511,31540816
4512,26227555
4513,3437170
4514,33867667
4515,20844933
4516,34177145
4517,34248583
4518,1082438
4519,3589261
4520,3683348
4521,19813160
4522,4430455
4523,34704675
4524,34823511
4525,10671109
4526,33941175
4527,31487053
4528,34228897
4529,4645770
4530,12411705
4531,22013713
4532,1040839
4533,19198091
4534,4519296
4535,31318881
4536,4529284
4537,4480073
4538,2788073
4539,4464185
4540,31538325
4541,4106323
4542,16053442
4543,33432093
4544,31409000
4545,4524722
4546,9069390
4547,3901226
4548,28291307
4549,4147534
4550,4477925
4551,34095913
4552,4503447
4553,27637759
4554,4352564
4555,31834098
4556,31348760
4557,4508563
4558,4273699
4559,25773922
4560,13158513
4561,1035780
4562,4523736
4563,4472144
4564,16736799
4565,4593146
4566,33415484
4567,31282240
4568,34867990
4569,4105953
4570,4232880
4571,26057864
4572,4245340
4573,27972810
4574,18658402
4575,28771654
4576,31671778
4577,1316666
4578,6100116
4579,10269185
4580,30202657
4581,15267560
4582,31113730
4583,34321503
4584,4558825
4585,22053587
4586,4501573
4587,10527106
4588,2390031
4589,12352693
4590,34335842
4591,1426534
4592,1063436
4593,1827511
4594,3200600
4595,33444616
4596,5071635
4597,3312706
4598,34721950
4599,32882554
4600,34441455
4601,27990873
4602,2960417
4603,1278299
4604,34019527
4605,1439933
4606,3063674
4607,34336232
4608,14793089
4609,17895495
4610,4454607
4611,7778841
4612,2188598
4613,2026745
4614,21645999
4615,1928903
4616,31891756
4617,4554018
4618,34047194
4619,4570579
4620,33861253
4621,3804939
4622,34269100
4623,34579065
4624,1601334
4625,6665409
4626,20461622
4627,7308874
4628,33815072
4629,4474314
4630,34674873
4631,1631246
4632,29032465
4633,21806427
4634,21960095
4635,4374378
4636,33585204
4637,3022989
4638,32558947
4639,31835414
4640,32439788
4641,12984958
4642,24233747
4643,34398260
4644,15257851
4645,32843244
4646,13725350
4647,29172294
4648,34279160
4649,4504458
4650,34716671
4651,13096628
4652,3463663
4653,4413058
4654,34069442
4655,13638486
4656,3923881
4657,34149848
4658,4700277
4659,4582800
4660,24973788
4661,33996669
4662,33810671
4663,30244792
4664,33428956
4665,13702216
4666,34199002
4667,8587688
4668,23547919
4669,1998078
4670,34309219
4671,21778390
4672,9634459
4673,4595511
4674,10270740
4675,32673658
4676,33693113
4677,31670020
4678,31889706
4679,34560341
4680,4000739
4681,3218999
4682,3367785
4683,31869504
4684,18599438
4685,3776522
4686,32933765
4687,1014099
4688,4569938
4689,1852167
4690,4274828
4691,2830104
4692,8730564
4693,20884068
4694,6804714
4695,4670179
4696,3385824
4697,4356389
4698,3514732
4699,28602988
4700,4377430
4701,34560129
4702,4506268
4703,1039598
4704,4604247
4705,29325893
4706,20291847
4707,4160933
4708,4500710
4709,5085565
4710,32166605
4711,32947777
4712,29400012
4713,26369548
4714,32834212
4715,1570439
4716,16055092
4717,4467865
4718,26153060
4719,6495904
4720,34299996
4721,4578081
4722,2303229
4723,19971583
4724,20332520
4725,2335378
4726,15368249
4727,4541690
4728,33186572
4729,34357114
4730,34189742
4731,26722239
4732,3548406
4733,4528181
4734,34690813
4735,32809079
4736,3660042
4737,34492591
4738,31405005
4739,4443437
4740,4693921
4741,33930600
4742,13384604
4743,34589622
4744,1786666
4745,33200821
4746,29793578
4747,23752330
4748,23865016
4749,14613304
4750,1168503
4751,4704619
4752,4654030
4753,26409247
4754,4571266
4755,3950001
4756,34641404
4757,3009558
4758,15433802
4759,33930288
4760,3724935
4761,5845379
4762,33908697
4763,4048267
4764,34621666
4765,8128917
4766,34595306
4767,4615062
4768,8279025
4769,28548565
4770,29349247
4771,4381154
4772,32208573
4773,34312969
4774,16331836
4775,27049120
4776,34613442
4777,1304955
4778,33186977
4779,34600757
4780,5644747
4781,32226868
4782,23715788
4783,28991156
4784,34517147
4785,20911233
4786,2054049
4787,30068568
4788,19735212
4789,34648412
4790,15245978
4791,34436726
4792,30992221
4793,8868800
4794,2259495
4795,34424854
4796,4597436
4797,1004201
4798,23245711
4799,3478364
4800,28740917
4801,34231585
4802,27677377
4803,31059119
4804,4584123
4805,3227948
4806,4336876
4807,31862792
4808,33628471
4809,3696947
4810,4583330
4811,2501355
4812,34282440
4813,34142020
4814,7638929
4815,22736647
4816,4517041
4817,29218549
4818,34402703
4819,4507433
4820,1002853
4821,34779359
4822,28355892
4823,1305370
4824,34280223
4825,1009077
4826,34239204
4827,34619204
4828,33511900
4829,4561653
4830,18709824
4831,30405145
4832,4077224
4833,34428250
4834,7632860
4835,22153106
4836,16138615
4837,33620929
4838,14446831
4839,3086127
4840,33923916
4841,1921926
4842,22337919
4843,34334245
4844,34668225
4845,15764683
4846,27038956
4847,14992596
4848,25033178
4849,34552062
4850,27625246
4851,17664922
4852,21131025
4853,34533045
4854,14875597
4855,31306573
4856,24067124
4857,34143252
4858,34221802
4859,20154719
4860,20294343
4861,1548584
4862,29518175
4863,3602240
4864,12950049
4865,34456749
4866,28686727
4867,2181326
4868,3910236
4869,20827486
4870,29744116
4871,3583020
4872,34766806
4873,4580422
4874,30859167
4875,34102330
4876,1140855
4877,1083615
4878,34580421
4879,33286352
4880,34601576
4881,4467757
4882,31330654
4883,4231139
4884,4594853
4885,4601505
4886,33360846
4887,18092151
4888,15545181
4889,25667596
4890,4620570
4891,34787037
4892,7218767
4893,26310662
4894,4115542
4895,4492189
4896,30792921
4897,31424354
4898,34524632
4899,21490821
4900,13632160
4901,33767864
4902,33061073
4903,34565309
4904,4612380
4905,28185126
4906,4600839
4907,6035212
4908,26228931
4909,31946100
4910,4052904
4911,3754461
4912,33009855
4913,33001497
4914,32345318
4915,34605593
4916,4655786
4917,1963399
4918,24091154
4919,2202854
4920,9890931
4921,4441730
4922,3568199
4923,1122691
4924,4512243
4925,4112930
4926,34441231
4927,7259211
4928,34473201
4929,34555267
4930,4548749
4931,4656782
4932,3959605
4933,29777045
4934,1193415
4935,10201387
4936,29862172
4937,1531453
4938,4448890
4939,4282504
4940,17521550
4941,15241991
4942,33022902
4943,4681099
4944,20874345
4945,21355573
4946,34060309
4947,8380803
4948,29658066
4949,33119119
4950,4438828
4951,3125589
4952,32049377
4953,23066970
4954,31303593
4955,26213716
4956,31868014
4957,4569388
4958,5587613
4959,2534675
4960,23580386
4961,34057343
4962,4447024
4963,1182050
4964,4613447
4965,4502886
4966,4542402
4967,17155677
4968,33971085
4969,4646774
4970,4365278
4971,1748456
4972,32472031
4973,34491726
4974,21753017
4975,34737900
4976,3748024
4977,32233030
4978,4633693
4979,15159684
4980,4549294
4981,18946031
4982,34110621
4983,32325552
4984,33217859
4985,4113611
4986,23672368
4987,34948004
4988,33071453
4989,31906294
4990,31401972
4991,15707176
4992,27206553
4993,19741059
4994,26872290
4995,33647896
4996,1511439
4997,4497241
4998,4438878
4999,4558436
5000,15214679
5001,1063123
5002,25880661
5003,21530718
5004,1470007
5005,33374369
5006,25729104
5007,18946436
5008,27100062
5009,32755016
5010,4486442
5011,34413916
5012,4399117
5013,28728817
5014,14854659
5015,27200662
5016,34610625
5017,4683706
5018,34747231
5019,23944429
5020,34681501
5021,32756857
5022,27196168
5023,4491441
5024,34653430
5025,34809686
5026,4645404
5027,7352229
5028,32913809
5029,4697324
5030,29844317
5031,27535036
5032,31374129
5033,3734694
5034,4470947
5035,23163536
5036,1811521
5037,4695425
5038,4585473
5039,9263207
5040,16829619
5041,1006856
5042,4224423
5043,9254578
5044,34111634
5045,34597542
5046,4655597
5047,30632103
5048,27878890
5049,4621633
5050,9396865
5051,34270642
5052,10645159
5053,1519285
5054,2019458
5055,33762240
5056,5599619
5057,4587770
5058,30880534
5059,26650132
5060,34255850
5061,1172279
5062,4673556
5063,4007742
5064,33708533
5065,34496380
5066,25034439
5067,4182143
5068,34233343
5069,34770461
5070,34131577
5071,12002590
5072,2215939
5073,3611003
5074,18046936
5075,23095578
5076,3734927
5077,29085782
5078,1091352
5079,28799518
5080,17213568
5081,32293160
5082,30820411
5083,25459063
5084,14234756
5085,34621846
5086,18529375
5087,29690457
5088,34102330
5089,29726897
5090,29051712
5091,26002002
5092,33533627
5093,4459863
5094,34765778
5095,33532861
5096,31731368
5097,1059347
5098,31565566
5099,15135986
5100,17634767
5101,10144940
5102,20608021
5103,34226670
5104,33807567
5105,32607696
5106,30245217
5107,2703319
5108,34511125
5109,33542462
5110,4629582
5111,3050691
5112,3659818
5113,8846412
5114,33170042
5115,11525391
5116,31690858
5117,4007877
5118,27062051
5119,24637106
5120,29023010
5121,34735032
5122,4479277
5123,32143400
5124,7673628
5125,1330286
5126,18936230
5127,8091030
5128,3315504
5129,21022490
5130,33287772
5131,14255268
5132,4598794
5133,34519090
5134,25234396
5135,34816172
5136,4602184
5137,33549032
5138,25493776
5139,1105661
5140,4496938
5141,34666034
5142,4526998
5143,32067371
5144,6586630
5145,4500701
5146,4256993
5147,18365775
5148,9992718
5149,33704344
5150,31538485
5151,30112828
5152,12407946
5153,4323155
5154,4413973
5155,13789199
5156,34281982
5157,31251098
5158,19768357
5159,4207820
5160,12036373
5161,34305246
5162,30463837
5163,23724800
5164,31561271
5165,3495755
5166,14669751
5167,22453326
5168,13124316
5169,4561235
5170,4321143
5171,2115970
5172,2189339
5173,2271056
5174,17918169
5175,33459906
5176,15032058
5177,33687834
5178,4441554
5179,7308171
5180,17876095
5181,34504630
5182,21129085
5183,22116779
5184,34532452
5185,3598286
5186,29591016
5187,14688368
5188,25975118
5189,34440342
5190,16130880
5191,34711466
5192,26321782
5193,34133466
5194,17573087
5195,29694203
5196,31515968
5197,34439821
5198,33385520
5199,28049073
5200,4649609
5201,1057738
5202,31091701
5203,34173740
5204,4326590
5205,13221236
5206,1626030
5207,30766618
5208,7360735
5209,2032301
5210,34749911
5211,33225102
5212,2872307
5213,34263023
5214,34116801
5215,1255977
5216,4445370
5217,34115829
5218,4635212
5219,33941943
5220,3009414
5221,34965386
5222,34557747
5223,1105614
5224,34546653
5225,34708025
5226,34703878
5227,3592063
5228,34001281
5229,15086473
5230,30480044
5231,34452362
5232,9268272
5233,15212107
5234,33590387
5235,31503188
5236,4599868
5237,34276572
5238,34576634
5239,4580060
5240,5411045
5241,2144906
5242,34662810
5243,4655158
5244,7349055
5245,2863826
5246,32954699
5247,30355427
5248,4621566
5249,15238343
5250,34579007
5251,9322918
5252,3081636
5253,34512668
5254,33647204
5255,16006153
5256,99483
5257,1776259
5258,34026758
5259,2211770
5260,5152636
5261,32124868
5262,1937904
5263,34039572
5264,25009460
5265,3233974
5266,29027338
5267,6402554
5268,4610185
5269,33053019
5270,34457126
5271,4191808
5272,3978778
5273,1472683
5274,1668922
5275,4497844
5276,1613545
5277,4506817
5278,4622770
5279,13881225
5280,34409165
5281,4491178
5282,34842705
5283,33440450
5284,3670225
5285,4480357
5286,32408161
5287,4523717
5288,34388876
5289,1056279
5290,16814260
5291,15420456
5292,31426182
5293,31474327
5294,34357870
5295,29226665
5296,21980564
5297,3357135
5298,2123041
5299,6012580
5300,3516569
5301,34103613
5302,2123396
5303,2593644
5304,33508169
5305,15051830
5306,34665165
5307,30852010
5308,31929032
5309,4670212
5310,30131115
5311,13247010
5312,17531234
5313,34686460
5314,34898071
5315,34160407
5316,31491720
5317,10321783
5318,2215148
5319,25498472
5320,14899262
5321,1467270
5322,4359755
5323,3242755
5324,2876848
5325,18261525
5326,34456275
5327,2113273
5328,3611232
5329,14337319
5330,33500203
5331,34178714
5332,3565964
5333,31656668
5334,33951337
5335,4496186
5336,14556946
5337,27440606
5338,4493458
5339,4553006
5340,33258738
5341,34595326
5342,4565763
5343,1865947
5344,16970338
5345,2686702
5346,4547319
5347,33122330
5348,15091632
5349,34282622
5350,34382286
5351,4654947
5352,20282068
5353,33846965
5354,4497084
5355,19791826
5356,18943268
5357,34326005
5358,34362873
5359,33727212
5360,29963135
5361,1023663
5362,13993605
5363,28496156
5364,4559499
5365,4590032
5366,21695656
5367,23795180
5368,32256276
5369,4533385
5370,1939803
5371,33905716
5372,30028936
5373,34381861
5374,4596676
5375,26706106
5376,34552697
5377,32475057
5378,1487574
5379,34839917
5380,4523932
5381,3772576
5382,29044146
5383,2605188
5384,4692824
5385,3889572
5386,25143418
5387,28500828
5388,10227497
5389,33516784
5390,4518115
5391,34333456
5392,33240442
5393,20511041
5394,4898924
5395,34240529
5396,4655832
5397,4472293
5398,34210631
5399,33739036
5400,3906865
5401,4366375
5402,21993269
5403,4457583
5404,9132927
5405,34410514
5406,34141076
5407,2978271
5408,109462
5409,4467355
5410,2840085
5411,22264133
5412,14268186
5413,28619871
5414,31152989
5415,18554380
5416,14060322
5417,17354871
5418,33727560
5419,34291584
5420,32615241
5421,16392255
5422,32915364
5423,34290233
5424,22931230
5425,34186518
5426,21684379
5427,1482785
5428,1093261
5429,4187347
5430,26950581
5431,19356599
5432,2467748
5433,30483325
5434,27931965
5435,30071168
5436,8319206
5437,7068390
5438,31748119
5439,3716604
5440,4476689
5441,34330360
5442,2360557
5443,4420347
5444,33197652
5445,32973174
5446,27205542
5447,1584596
5448,4589552
5449,4369714
5450,1991822
5451,6085247
5452,32189277
5453,34808800
5454,13620635
5455,12971536
5456,33478170
5457,4492808
5458,1771712
5459,33654387
5460,4495953
5461,34000202
5462,4479261
5463,12190630
5464,1001778
5465,31519961
5466,12138176
5467,12191851
5468,34548230
5469,1218413
5470,6472433
5471,34545896
5472,34583959
5473,32262554
5474,4498178
5475,4614699
5476,11563086
5477,4235794
5478,29199887
5479,34261999
5480,32531655
5481,2831595
5482,4457412
5483,34545425
5484,19824245
5485,34314414
5486,34646800
5487,33730455
5488,34359037
5489,1162607
5490,34661499
5491,33612768
5492,31130491
5493,16345186
5494,31486832
5495,34680978
5496,34395293
5497,34367007
5498,1923064
5499,33002714
5500,18307587
5501,4434373
5502,26247585
5503,29824285
5504,7295244
5505,15912668
5506,4488541
5507,1481680
5508,34267444
5509,34350537
5510,3937715
5511,28861782
5512,32487307
5513,27935131
5514,34137720
5515,3731870
5516,34223387
5517,1358605
5518,32479585
5519,4099513
5520,5357960
5521,33388843
5522,34616067
5523,26476399
5524,2343505
5525,34633575
5526,24334976
5527,9321950
5528,2254088
5529,1063457
5530,4549835
5531,24471678
5532,32528284
5533,1987795
5534,32092151
5535,8651192
5536,1868227
5537,32824250
5538,34713196
5539,21169660
5540,33677464
5541,4038258
5542,7680476
5543,4475012
5544,34723148
5545,34574489
5546,4575561
5547,14909921
5548,19601778
5549,10308634
5550,32583972
5551,30344010
5552,13022958
5553,10685660
5554,32897854
5555,4520420
5556,1543639
5557,28663796
5558,33518339
5559,21767145
5560,17715036
5561,29913568
5562,4565785
5563,23465033
5564,8419788
5565,15177373
5566,4261630
5567,4483460
5568,7989451
5569,33705001
5570,32157340
5571,34217053
5572,34352120
5573,4722557
5574,9412836
5575,34460491
5576,28936174
5577,4617360
5578,6788478
5579,4462854
5580,4539164
5581,34793424
5582,11360931
5583,4666685
5584,33537278
5585,31327057
5586,4279658
5587,4572618
5588,34380477
5589,22597585
5590,6891121
5591,3332779
5592,10929348
5593,34700810
5594,34236963
5595,34380814
5596,7858018
5597,16238843
5598,1981684
5599,34724012
5600,34457297
5601,4455133
5602,34882720
5603,17150130
5604,1423287
5605,4680225
5606,5488987
5607,1107463
5608,29512974
5609,34402763
5610,31476462
5611,4691993
5612,30633964
5613,8454112
5614,33873955
5615,4566299
5616,33451166
5617,31598187
5618,17364815
5619,1397161
5620,4553731
5621,1398261
5622,4561252
5623,18494693
5624,34407792
5625,19453175
5626,33925983
5627,28351164
5628,31824087
5629,34712775
5630,32269316
5631,4696065
5632,34737883
5633,5281538
5634,4524169
5635,2454796
5636,4652253
5637,13426924
5638,33964067
5639,18659235
5640,4119077
5641,2430490
5642,34424901
5643,2020669
5644,25258347
5645,32684882
5646,14981065
5647,28334362
5648,1517307
5649,32983260
5650,4674336
5651,34723242
5652,33584166
5653,18268450
5654,33305824
5655,21091063
5656,1538989
5657,21774212
5658,34422028
5659,30427777
5660,19616892
5661,9646185
5662,34215718
5663,2435596
5664,27826373
5665,33285782
5666,4308409
5667,1262254
5668,2370193
5669,34795473
5670,5705011
5671,2571622
5672,20951728
5673,4078610
5674,15903737
5675,8588157
5676,30790360
5677,28472069
5678,4606641
5679,25453961
5680,11837190
5681,18896961
5682,3243742
5683,34142130
5684,2092252
5685,4500874
5686,26566960
5687,3396875
5688,4615619
5689,34278194
5690,4075551
5691,34610042
5692,34351932
5693,13168864
5694,33224316
5695,4137920
5696,3750737
5697,15252211
5698,31910199
5699,3437653
5700,31246778
5701,11428773
5702,4133975
5703,11008627
5704,11718719
5705,9215870
5706,34648924
5707,25229257
5708,4615228
5709,15092589
5710,4523706
5711,33483416
5712,4544972
5713,4333922
5714,8062830
5715,30796696
5716,1558045
5717,2508491
5718,33907905
5719,34053024
5720,28850013
5721,32781609
5722,15570395
5723,18642298
5724,4697454
5725,16838498
5726,4234469
5727,7191092
5728,4713201
5729,4592779
5730,33454425
5731,4513095
5732,3765826
5733,28389501
5734,4572998
5735,33619830
5736,34396271
5737,32244091
5738,33799100
5739,34419182
5740,34701232
5741,4534984
5742,4632626
5743,2651852
5744,2490208
5745,29901972
5746,4529790
5747,4567550
5748,5173974
5749,27428620
5750,11262891
5751,2964708
5752,24411257
5753,15028483
5754,33364510
5755,3843010
5756,34256039
5757,31193709
5758,33927245
5759,15227170
5760,34735465
5761,19096151
5762,4529718
5763,32832682
5764,31943381
5765,2115970
5766,34795407
5767,34470606
5768,3598354
5769,1387535
5770,34297300
5771,22219878
5772,4564926
5773,1138734
5774,4593792
5775,4459315
5776,9521914
5777,30012374
5778,33158712
5779,11410701
5780,4345812
5781,14791540
5782,14427240
5783,34440572
5784,34628947
5785,33700262
5786,1602710
5787,19040687
5788,4640032
5789,7864688
5790,3614684
5791,29914924
5792,25686001
5793,30223898
5794,12448636
5795,13530052
5796,4439693
5797,2186014
5798,1970268
5799,34432044
5800,1676204
5801,17500138
5802,2029378
5803,29334456
5804,7588439
5805,34591622
5806,34222873
5807,4449691
5808,2676590
5809,5137523
5810,3686535
5811,18133487
5812,4316029
5813,13227748
5814,29033145
5815,4651589
5816,2319038
5817,2280647
5818,32427168
5819,4612520
5820,13262778
5821,33077663
5822,34931918
5823,5050380
5824,4460922
5825,31301165
5826,4491744
5827,23557356
5828,11356009
5829,11989313
5830,4592540
5831,3405723
5832,3088277
5833,4476391
5834,32270238
5835,19187025
5836,10863798
5837,32211051
5838,1596647
5839,8824681
5840,8511019
5841,4566066
5842,30229610
5843,4511454
5844,22198489
5845,34873822
5846,31477745
5847,34254505
5848,33877528
5849,34490526
5850,3999356
5851,4626373
5852,4472293
5853,34488563
5854,4178422
5855,28484141
5856,28796451
5857,32338551
5858,6832565
5859,34472172
5860,4606454
5861,2606078
5862,3123243
5863,32606330
5864,24935747
5865,31962037
5866,28546010
5867,16514440
5868,18723966
5869,33396218
5870,31255733
5871,30304533
5872,4664600
5873,1224281
5874,4041839
5875,4232510
5876,19759559
5877,33684222
5878,30350600
5879,29073551
5880,29978957
5881,31233120
5882,18158919
5883,1568295
5884,160749
5885,4454373
5886,31036387
5887,4499344
5888,34451662
5889,27566179
5890,32277527
5891,33777005
5892,6383422
5893,32792681
5894,1425182
5895,33577646
5896,1113642
5897,4541821
5898,12770255
5899,34386042
5900,28063743
5901,31235060
5902,34514966
5903,4513747
5904,31723401
5905,4106835
5906,3117179
5907,34358772
5908,1150449
5909,7633631
5910,3009987
5911,4568613
5912,34399412
5913,31384284
5914,14513429
5915,3409886
5916,33004368
5917,34557121
5918,8341588
5919,31606289
5920,2506541
5921,2378362
5922,4502407
5923,3325862
5924,34123915
5925,34620631
5926,11646127
5927,20590837
5928,4466607
5929,6848847
5930,12977366
5931,34170397
5932,34395552
5933,4119458
5934,1046807
5935,34237150
5936,32603940
5937,19048932
5938,4225938
5939,14996142
5940,33923686
5941,34593470
5942,34041095
5943,14695595
5944,28267047
5945,4633387
5946,1780783
5947,15088862
5948,33783978
5949,4483985
5950,7241843
5951,1057735
5952,19644372
5953,33082050
5954,29663165
5955,5586900
5956,4514160
5957,5897056
5958,34878582
5959,15285499
5960,2331163
5961,34569149
5962,34360332
5963,31780219
5964,30821584
5965,14992831
5966,4479069
5967,30939887
5968,33762345
5969,2914751
5970,5904283
5971,34153575
5972,20246126
5973,4261772
5974,3335912
5975,4450979
5976,34380850
5977,16828712
5978,3935064
5979,1389368
5980,23996628
5981,2248068
5982,4539843
5983,3467715
5984,2345702
5985,12020947
5986,3544217
5987,33668242
5988,28876664
5989,2014403
5990,33975090
5991,4474921
5992,26002971
5993,6822544
5994,23846617
5995,13193527
5996,14337402
5997,19885996
5998,3566524
5999,31659254
6000,7493344
6001,34332968
6002,1041756
6003,34334811
6004,11258901
6005,8121265
6006,26634393
6007,29664389
6008,32269375
6009,33106492
6010,32161052
6011,34335928
6012,31317965
6013,34424679
6014,3966146
6015,1584876
6016,15254002
6017,34527408
6018,30146750
6019,3362867
6020,11677905
6021,5704589
6022,34141194
6023,34417762
6024,14972774
6025,5624922
6026,4540925
6027,6232781
6028,2935281
6029,4184838
6030,33949683
6031,3803564
6032,4413233
6033,4485175
6034,3252709
6035,5521667
6036,30350303
6037,33527864
6038,4587458
6039,33674240
6040,1074724
6041,7142114
6042,10781847
6043,2800814
6044,31198499
6045,2948390
6046,34487355
6047,11818327
6048,1762395
6049,6909600
6050,33101017
6051,4417487
6052,34749374
6053,18573703
6054,25404065
6055,16591166
6056,34373365
6057,14240678
6058,3769195
6059,28884121
6060,15112987
6061,4206714
6062,4270785
6063,34561503
6064,34697477
6065,4500874
6066,28359020
6067,4132381
6068,26988960
6069,30893676
6070,34602698
6071,3592063
6072,30219108
6073,30879475
6074,33280117
6075,19605878
6076,4445252
6077,4527622
6078,4512302
6079,4468970
6080,4480606
6081,13362498
6082,34643867
6083,34646930
6084,28659835
6085,33666116
6086,34337358
6087,4489163
6088,29828449
6089,28683145
6090,2868937
6091,14401029
6092,19702944
6093,16507905
6094,4479220
6095,10707631
6096,9842628
6097,21976652
6098,4668515
6099,32951739
6100,4277610
6101,25369245
6102,1972471
6103,10688862
6104,4225603
6105,14005277
6106,32606910
6107,12726680
6108,32544938
6109,4253787
6110,4090261
6111,21325690
6112,4374337
6113,3047307
6114,10890100
6115,28666555
6116,15028270
6117,1618421
6118,18948747
6119,1856813
6120,4544631
6121,4204261
6122,11401475
6123,34523266
6124,6643176
6125,5665417
6126,15206988
6127,4573315
6128,12184100
6129,3191668
6130,25308971
6131,4496139
6132,4683116
6133,2663409
6134,2136587
6135,4645141
6136,4408060
6137,1896374
6138,32687404
6139,25298613
